,label,sentence,translate_result
355,3,"Who was the first American poet to win the Nobel Prize for literature , in 1948 ?",Who was the first American poet to win the Nobel Prize for Literature in 1948?
356,5,What year did Jack Nicklaus join the Professional Golfers Association tour ?,In what year did Jack Nicklaus join the Professional Golfers Association Tour?
357,5,How many sonnets did Shakespeare write ?,How many sonnets did Shakespeare write?
358,0,What causes the redness in your cheeks when you blush ?,What causes the redness in your cheeks when you blush?
359,3,Who won the Nobel Peace Prize in 1991 ?,Who won the Nobel Peace Prize in 1991?
360,3,Who are the Challengers of the Unknown ?,Who are the Challengers of the Unknown?
361,0,Define the Pheonix Club ?,Are you defining the Pheonix Club?
362,4,Which city did Christian Crusaders fight to recapture from the Muslims ?,What city did Christian crusaders fight to reclaim from the Muslims?
363,0,What does it mean `` Rupee Depreciates '' ?,"What does ""Rupee Depreciates"" mean?"
364,1,What gaming devices were dubbed `` Mississippi marbles '' and `` Memphis dominoes '' ?,"Which toys were called ""Mississippi Murmeln"" and ""Memphis Dominos""?"
365,3,Who was the first coach of the Cleveland Browns ?,Who was the first coach of the Cleveland Browns?
366,0,How successful is arometherapy ?,How successful is aromatherapy?
367,1,What Jewish holiday saw the start of the 1973 Mideast War ?,What Jewish holiday saw the beginning of the 1973 Middle East War?
368,0,How does a copier work ?,How does a copier work?
369,5,What is the speed of the Mississippi River ?,What's the speed of the Mississippi?
370,3,Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?,Who said of Super Bowl III in 1969 ```We win ``I guarantee it'''?
371,1,What is Dudley Do-Right 's horse 's name ?,What's Dudley Do's horse's name?
372,3,Who declared : `` I am down on whores and I shan 't stop ripping them '' ?,"Who said, ""I'm down on whores and I won't stop tearing them up""?"
373,4,Where does chocolate come from ?,Where does chocolate come from?
374,1,What TV game show once saw a contestant admit to picking his toes in the shower ?,What TV show once admitted a contestant to picking his toes in the shower?
375,3,What Soviet leader owned a Rolls-Royce ?,What Soviet leader had a Rolls -Royce?
376,4,Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,Where can I find a case about individuals with disabilities Education Act 1991?
377,1,What war did Florence Nightingale tend the troops in ?,In what war did Florence Nightingale provide the troops?
378,3,"Who wrote the song , `` Stardust '' ?","Who wrote the song ""Stardust""?"
379,5,How many Beatles ' records went #1 ?,"How many Beatles' records went ""(3)""?"
380,3,Who is the only prime minister of Canada to serve 22 years but not necessarily consecutively ?,Who is the only Prime Minister of Canada who has served for 22 -years but not necessarily consecutively?
381,2,What is the abbreviation of the company name ` General Motors ' ?,What is the abbreviation of the company name General Motors?
382,4,What mountains lie between the Arkansas and Missouri rivers ?,What are the mountains between the rivers of Arkansas and Missouri?
383,3,Who received the Will Rogers Award in 1989 ?,Who won the Will Rogers Award in the 1989s?
384,0,What is the function of RAM ?,What is the function of RAM?
385,4,What 's the closest G2 Spectrum Yellow Dwarf to Earth ?,What is the next G2 Spectrum Yellow Dwarf of Earth?
386,5,How many equal angles are there in an isosceles triangle ?,How many equal angles are there in an equilateral triangle?
387,1,What is the fear of cockroaches called ?,What do you call the fear of cockroaches?
388,1,What CBS soap opera was interrupted by the bulletin of John F. Kennedy 's assassination ?,Which CBS soap opera was interrupted by the bulletin on John F. Kennedy's murder?
389,0,What is the use of a 24-hour clock instead of a 12-hour clock ?,What is the use of a 24 -hour watch instead of a 12 -hour watch?
390,3,What was the name of the lawyer who represented Randy Craft ?,What was the name of the lawyer who represented Randy Craft?
391,3,What United States President had dreamed that he was assassinated ?,What did the President of the United States dream of being murdered?
392,1,What film did Lee Marvin win the 1965 best actor Oscar for ?,For what film did Lee Marvin win the 1965 -best actor Oscar?
393,4,Where is Basque country located ?,Where is the Basque Country?
394,1,What product does `` Mrs. Olsen '' promote ?,What product does Mrs Olsen promote?
395,5,What time of day did Emperor Hirohito die ?,What time did Emperor Hirohito die?
396,0,What is dry ice ?,What is dry ice?
397,1,What 's the most powerful card in Euchre ?,What is the strongest card in you?
398,0,What does `` intractable plantar keratoma '' mean ?,"What does ""insoluble Plantar Keratoma"" mean?"
399,5,How many years did it take James Joyce to write Ulysses ?,How many years did it take James Joyce to write Odysseus?
400,1,What crop failure caused the Irish Famine ?,What failure has the Irish famine caused?
401,4,What South Korean city is served by Kimpo International Airport ?,Which South Korean city is served by Kimpo International Airport?
402,5,How many types of dogs ' tails are there - three,How many kinds of dogs' dicks are there - three
403,1,What is the longest-running television series ?,What is the longest running television series?
404,1,What predators exist on Antarctica ?,What predators are there in Antarctica?
405,0,What is the difference between a generator and an alternator ?,What is the difference between a generator and a generator?
406,0,How is energy created ?,How is energy produced?
407,1,What beer advertised that it had `` three rings '' ?,"Which beer has advertised that it has ""three rings""?"
408,5,What is the quantity of American soldiers still unaccounted for from the Vietnam war ?,What is the number of American soldiers not yet known from the Vietnam War?
409,1,What golfing accessory was patented by George Grant on December 12,Which golf equipment was patented by George Grant in December 12
410,1,What are the different types of plastic ?,What are the different types of plastic?
411,0,How is it correct to say ` qigong ' ?,How is it right to say Qigong?
412,4,What was the highest mountain on earth before Mount Everest was discovered ?,What was the highest mountain on Earth before Mount Everest was discovered?
413,4,"Where was the Ligurian Republic , 1797-185 , ?",Where was the Ligurian Republic 1797 -185?
414,4,What country 's people are the top television watchers ?,What kind of people are the best TV viewers?
415,5,When was the women 's suffrage amendment ratified ?,When was the right of women to vote ratified?
416,3,What Polynesian people inhabit New Zealand ?,Which Polynesians live in New Zealand?
417,1,What movie tour of the Roman empire features the admonition : `` Row well and live '' ?,What film tour of the Roman Empire shows the warning: `````` line well and live''?
418,4,What Nevada center has been dubbed The Biggest Little City in the World ?,Which center of Nevada was designated the largest small city in the world?
419,3,"What President lived at 219 North Delaware Street , Independence , Missouri ?","Which president lived on 219 North Delaware Street, Independence, Missouri?"
420,0,Give a reason for American Indians oftentimes dropping out of school .,Give me one reason why American Indians often leave school.
421,4,Where must a soccer goalie stand to be permitted to handle the ball ?,Where does a football player have to stand to handle the ball?
422,0,What is the difference between classical conditioning and operant conditioning ?,What is the difference between classical conditioning and operator conditioning?
423,4,In what U.S. state was the first woman governor elected ?,In which state was the first governor elected?
424,0,What are some interesting facts and information about dogsledding ?,What are some interesting facts and information about dog litter?
425,5,What year did Hitler die ?,What year did Hitler die?
426,3,What famous model was married to Billy Joel ?,What famous model was married to Billy Joel?
427,1,What kind of animal is Babar ?,What kind of animal is Babar?
428,0,What is Jane Goodall known for ?,What is Jane Goodall known for?
429,1,What killed Bob Marley ?,What killed Bob Marley?
430,5,How much money are Dumbo 's ears insured for ?,How much money are Dumbo's ears insured for?
431,3,Who danced into stardom with Fred Astaire in 1941 's You 'll Never Get Rich ?,Who danced with Fred Astaire in 1941's You'll Never Get Rich?
432,3,Who is Stein Eriksen ?,Who is Stein Eriksen?
433,0,What does the name Billie mean ?,What does the name Billie mean?
434,3,Who is the fastest swimmer in the world ?,Who's the fastest swimmer in the world?
435,4,What is the highest peak in Africa ?,What is the highest summit in Africa?
436,4,Where is Procter & Gamble headquartered in the U.S. ?,Where is Procter Gamble based in the United States?
