,label,sentence,translate_result
207,1,"meeting , even exceeding expectations , it 's the best sequel since the empire strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .","This is the best continuation since the Empire fought back. A majestic achievement, an epic of astonishing size and surprising emotional depth."
208,1,"while general audiences might not come away with a greater knowledge of the facts of cuban music , they 'll be treated to an impressive and highly entertaining celebration of its sounds .","While the audience may not get away with a greater knowledge of the facts of Cuban music, they are treated to an impressive and highly entertaining celebration of their sounds."
209,1,"not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .","not only better than its predecessor, it can count as the most magical and entertaining family fare of this or any newer holiday season."
210,0,... may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence .,"...may seem like addictive guilty pleasure, but the material never surpasses its questionable satirical ambivalence."
211,0,"death to smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .","Death to smoochy tells a moldy oldie, not - almost - as - evil - as - it - thinks - it - is - is - joke."
212,1,"spielberg 's picture is smarter and subtler than -lrb- total recall and blade runner -rrb- , although its plot may prove too convoluted for fun-seeking summer audiences .","The image of spielberg is smarter and more subtle than -lrb -Total -Recall and Blade Runner -rrb -, although his action may prove to be confusing for the entertaining summer audience."
213,0,"hart 's war seems to want to be a character study , but apparently ca n't quite decide which character .","Hard war seems to be a character study, but obviously can't quite decide which character."
214,1,smaller numbered kidlets will enjoy .,enjoy smaller numbered children.
215,0,"offers no new insight on the matter , nor do its characters exactly spring to life .","offers no new insight into the matter, and their signs are not exactly brought to life."
216,0,"i 'm convinced i could keep a family of five blind , crippled , amish people alive in this situation better than these british soldiers do at keeping themselves kicking .","I a m convinced that I could keep a family of five blind, crippled Amish people alive in this situation better than these British soldiers do."
217,0,"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .","The related stories of broadbeard and hanussen are indeed fascinating, but filmmaking in invincible is such that the film does not suit them."
218,1,the characters are more deeply thought through than in most ` right-thinking ' films .,The characters are more deeply thought out than in most right -wing films.
219,1,"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that .","These characters are so well established that the gang feels comfortable taking crazy liberties and making the stupidest stuff out of the left field, and I am in favour."
220,0,"with a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of the longest yard .","with a completely predictable act, you will swear that you have seen all this before, even if you have never come a mile from the longest courtyard."
221,0,"the jokes are sophomoric , stereotypes are sprinkled everywhere and the acting ranges from bad to bodacious .","The jokes are silly, stereotypes are scattered everywhere and the play ranges from bad to bodacious."
222,1,cho 's latest comic set is n't as sharp or as fresh as i 'm the one that i want ... but it 's still damn funny stuff .,"Cho's latest comics aren't as hot or as fresh as me, but it's still fucking funny."
223,1,"much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice .","Much has been written about the years in which the psychedelic 60s were ridden into the gay 70s, but words do not really do justice to the era."
